cell_id,orientations,mean_responses,sem_responses,fit_params,r_squared,osi
713,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.779135   0.718373   0.5184225  0.6380482  0.9426232  0.8179334
 4.0915017  4.5680523  1.3270819  1.0636698  1.1527076  0.67654544
 0.29901132 0.5880643  1.0935981  4.605738   4.7552443  1.4221292 ]","[0.11737444 0.13261221 0.10829678 0.13026491 0.11689433 0.08598942
 0.5556501  0.43777396 0.20894576 0.16069184 0.08937852 0.09825491
 0.08799571 0.09945361 0.09515472 0.30026142 0.36663817 0.3732734 ]","{'amplitude': 9.836542263587097, 'preferred_orientation': 311.0358492136981, 'sigma': 13.788575577772813, 'offset': 0.7261476357146119}",0.9797272421396381,0.7720304311432331
714,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.30379772 0.6428092  1.5685177  0.27969694 0.37210596 0.48098648
 0.5019687  0.42572486 0.39580038 0.30022007 1.4030974  0.46632046
 0.37861043 0.3954398  0.5767028  0.37575316 0.38270473 0.2765701 ]","[0.06223082 0.12951992 0.5057602  0.08130946 0.0758178  0.10411764
 0.11998752 0.06455434 0.02571847 0.03695927 0.68000008 0.05024813
 0.05459903 0.14560608 0.16361787 0.0741501  0.04997019 0.07252622]","{'amplitude': 7.5086881873537745, 'preferred_orientation': 29.987706863556642, 'sigma': 5.29536149179752, 'offset': 0.3890058719978749}",0.5547849475200297,0.8283427489234255
720,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4268028  0.73587835 2.6051602  1.9311788  0.31220996 0.28164843
 0.37744266 0.40138406 0.42892453 0.48928243 0.6367103  0.9363558
 0.8921904  0.521116   0.32294026 0.3780326  0.44313738 0.7380333 ]","[0.04580475 0.12580809 1.07771886 0.69993984 0.04521542 0.03313145
 0.12644484 0.05492415 0.07048849 0.04594399 0.1314612  0.11181449
 0.3076643  0.09575339 0.03755161 0.062135   0.04838954 0.15910648]","{'amplitude': 3.0805859303849816, 'preferred_orientation': 46.70913221053333, 'sigma': 13.83430945274161, 'offset': 0.41764043848677485}",0.6638695459471375,0.6483877430266862
721,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.1733642  1.6573745  2.0509496  0.9383552  0.37110025 0.23605485
 0.5902475  0.6752477  1.3129075  2.0963151  2.0926995  1.8442962
 0.64622635 0.3398736  0.15608686 1.0246403  0.86076814 0.8423983 ]","[0.19227837 0.39163665 0.43277758 0.21825177 0.06338528 0.09767027
 0.16153743 0.09383097 0.15373147 0.25309311 0.51406402 0.50399796
 0.18292693 0.07021753 0.06218653 0.19081901 0.07740269 0.1782707 ]","{'amplitude': 3.0059937010998565, 'preferred_orientation': 199.36516515030436, 'sigma': 25.553863117705, 'offset': 0.5474720001067881}",0.7472615587781251,0.5766866862524368
722,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.6902046  0.46029186 0.32933897 0.34393683 3.045011   1.7573814
 0.6168096  0.6739053  0.39827055 0.2291815  0.51494086 0.3089428
 0.4900965  0.9576001  2.4719067  0.45084304 0.65989035 0.62003493]","[0.11931151 0.04883696 0.0524686  0.05853581 0.74730543 0.35121961
 0.10755963 0.05604929 0.07297654 0.05841226 0.06969201 0.03982154
 0.14333862 0.17763158 0.70713755 0.04058502 0.08163712 0.10530321]","{'amplitude': 11.835531189647064, 'preferred_orientation': 90.13597198688426, 'sigma': 6.142362195379925, 'offset': 0.4847524201189115}",0.7386688316960033,0.8592323549105436
724,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.2737209  1.5660322  0.93357015 0.5548341  0.9269873  1.7559383
 4.5445824  1.0547239  0.7762068  0.9276706  1.1615131  0.9643096
 0.6864953  0.57802296 1.4602456  3.1824336  0.64254844 0.40404567]","[0.42713745 0.51447933 0.10507589 0.17393126 0.20877519 0.55364737
 0.7699345  0.27200737 0.35000517 0.16188563 0.08747152 0.43132461
 0.2925473  0.1541816  0.33220894 0.56514675 0.22090091 0.10317118]","{'amplitude': 20.333637176579675, 'preferred_orientation': 111.89670955082705, 'sigma': 5.168221135959939, 'offset': 0.8893339237065909}",0.8746992764626731,0.8511012626411724
728,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[3.5329762  4.2769046  1.8671497  0.3587398  0.28441542 0.38040814
 0.5041045  0.37543353 1.090545   5.369401   6.515046   3.6457872
 0.41595295 0.21053258 0.48984483 0.22345051 0.570652   0.9317268 ]","[0.46014644 0.47161101 0.23678024 0.05515127 0.04398665 0.03972621
 0.06559202 0.07859415 0.17681806 0.26662151 0.25637879 0.58024797
 0.12909639 0.04577142 0.06841885 0.03023384 0.08176799 0.16455158]","{'amplitude': 10.717878614547647, 'preferred_orientation': 194.75759545997303, 'sigma': 18.874339835975153, 'offset': 0.375251353204103}",0.9041599822812657,0.8771378950704982
729,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.9156587  3.453681   2.0159893  0.69843847 0.46621338 0.478385
 0.49432224 0.35812318 1.1215342  2.305783   4.43324    2.7964354
 0.66698533 0.44769022 0.4842134  0.33313656 0.49723783 1.0194187 ]","[0.31386052 0.57151169 0.37909855 0.11870805 0.06698058 0.09209667
 0.15317459 0.04605206 0.29434261 0.36239272 0.58097661 0.43407764
 0.09164828 0.07908296 0.14486211 0.04003534 0.0945482  0.13821135]","{'amplitude': 6.836227799070695, 'preferred_orientation': 200.92026466614482, 'sigma': 17.281733343117384, 'offset': 0.5218699874037904}",0.9458209592919249,0.7660730733934732
730,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39223802 0.28218916 0.60038733 0.27904677 0.24917634 2.3306155
 0.5151552  0.6147337  1.5648854  0.5638535  0.4349599  0.34557754
 0.2570391  0.34115583 0.46498907 0.5148627  0.84792644 0.8031477 ]","[0.07982015 0.08041398 0.29981045 0.05487795 0.04262744 0.96275001
 0.11211605 0.0800515  0.62392433 0.13439002 0.10433096 0.07187191
 0.05974152 0.06853648 0.05696942 0.0713744  0.09276102 0.1667893 ]","{'amplitude': 1.7669496692944209, 'preferred_orientation': 100.45499222800176, 'sigma': 1.9564670590242825, 'offset': 0.5378959118095265}",0.28030824553421296,0.4509211805956975
733,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.15421003 0.21112254 0.39958063 1.1315408  1.7062879  0.7757814
 0.4942271  0.1927529  0.1033769  0.1581988  0.21076171 0.32291695
 0.87379974 1.3442237  0.6569582  0.4846737  0.2657199  0.20787746]","[0.03216426 0.03150148 0.05780738 0.08808425 0.12495293 0.0613359
 0.04344739 0.02908759 0.03441232 0.03269517 0.04405941 0.06729193
 0.11547193 0.13226419 0.077233   0.06332477 0.02268551 0.0323325 ]","{'amplitude': 2.5734106396897545, 'preferred_orientation': 77.33704769824078, 'sigma': 17.761616253639403, 'offset': 0.22029831832195143}",0.9376250545529644,0.7449151422245572
736,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.58271956 0.5415926  0.35778415 0.3632035  0.5539886  1.8125106
 2.9485254  1.7917145  0.7259745  0.4482275  0.7358196  0.325225
 0.5803331  0.33071977 1.2426972  3.386084   1.9242349  0.6318399 ]","[0.0848071  0.16827832 0.05795781 0.07420527 0.10178924 0.55049963
 0.54283948 0.35503932 0.2139086  0.06533199 0.11703011 0.04685686
 0.23958372 0.10254189 0.12721186 0.60648788 0.38407386 0.16185172]","{'amplitude': 5.416697724650071, 'preferred_orientation': 301.8493482050827, 'sigma': 15.71882842383825, 'offset': 0.478598328244321}",0.9676801580791167,0.7388664224960201
737,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5856726  0.46701324 1.0492395  1.0852467  0.39512956 0.39355072
 0.41797626 0.8810405  0.39112505 0.34254202 0.4221456  1.1499501
 0.52202594 0.52782625 0.86806273 0.53426063 0.61028016 0.4172386 ]","[0.3306199  0.13187772 0.32858419 0.34078153 0.04941318 0.05967002
 0.05702084 0.48667097 0.061098   0.10514506 0.03802107 0.14472491
 0.08450744 0.0907915  0.22806886 0.07290325 0.1419313  0.11147749]","{'amplitude': 6.143571061436637, 'preferred_orientation': 229.11281820535416, 'sigma': 4.994563682362246, 'offset': 0.5181331506577721}",0.5541182530223305,0.7477475105754696
739,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.6947738  0.81732035 0.4622851  0.32273564 0.5810883  0.53062963
 0.48534614 0.91778284 1.561261   3.3114123  1.7642624  0.6193242
 0.33035567 0.4613866  0.6761215  0.50269204 1.1694273  1.8102345 ]","[0.4349924  0.08227502 0.03970399 0.03070483 0.06100455 0.06172661
 0.05083497 0.15263333 0.3720159  0.59878504 0.39914069 0.13824827
 0.08227002 0.03945664 0.08216009 0.04256622 0.22595298 0.74047697]","{'amplitude': 4.784136196901908, 'preferred_orientation': 179.9999981671471, 'sigma': 15.817168727330323, 'offset': 0.6825008885661947}",0.8221935185681662,0.6366842905874934
743,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.47431883 0.53457075 0.6525247  0.78775644 0.8316134  0.53377575
 6.5080194  0.5220587  0.3105718  0.40756056 0.42289925 0.42921734
 0.6135231  0.9784555  0.62682164 5.8955793  0.8018849  0.8845544 ]","[0.20774755 0.07426424 0.14004237 0.16001853 0.1070095  0.0285125
 0.53659155 0.1081052  0.07135282 0.0517101  0.0772805  0.04339871
 0.12803402 0.19116491 0.10871333 0.82954827 0.14844849 0.24790631]","{'amplitude': 11.230037565628916, 'preferred_orientation': 120.15989611420626, 'sigma': -1.6435339382290612, 'offset': 0.6132566928977546}",0.9866000132705531,0.8207253352658418
746,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[4.1314726  1.3295116  0.5217856  0.4465964  0.65502304 0.52692497
 0.507366   0.48604655 1.5738962  2.1056309  0.6346155  0.5620692
 0.63363504 0.53112626 0.771248   0.39618415 0.9558213  2.756835  ]","[0.86607079 0.25946371 0.07767616 0.12278239 0.2380772  0.15825201
 0.0434818  0.08272774 0.48177574 0.40194821 0.0890321  0.05848843
 0.30545174 0.06026137 0.35927681 0.05737253 0.16881569 0.67675477]","{'amplitude': 5.035716055442054, 'preferred_orientation': -3.7647863112506963, 'sigma': 10.800494884552723, 'offset': 0.7508611645586695}",0.5905261413584171,0.6263982317053272
755,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.2268309  0.6757097  0.34617013 0.7946269  0.4826842  0.32388613
 1.0697552  0.36966658 0.23493218 0.30820614 0.21677452 0.41598895
 0.5778064  0.81856734 0.61927354 1.7200844  0.74947923 0.4363389 ]","[0.07095466 0.32896587 0.06080417 0.34250358 0.07302814 0.04577498
 0.38908323 0.06691394 0.0425471  0.06703853 0.02122833 0.08519165
 0.15215246 0.26892283 0.1502441  0.62859829 0.19711539 0.10387293]","{'amplitude': 2.0531157815898555, 'preferred_orientation': 303.34793892557644, 'sigma': 7.687327091238828, 'offset': 0.46124768673557587}",0.6466875807711474,0.5266956576384179
757,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.0059812  1.6330554  4.4960093  1.692571   0.181562   0.22034767
 0.40770948 1.1623868  1.4149969  2.3547513  2.451336   4.719329
 2.4789844  0.13592626 0.13304353 1.6589363  1.6621914  3.2097363 ]","[0.25867434 0.24195616 1.16632738 0.66603746 0.05995791 0.06467948
 0.10010673 0.35082944 0.23722674 0.56649339 0.3347788  1.0549883
 1.05283662 0.0908619  0.04898959 0.76229681 0.43392933 0.52818013]","{'amplitude': 6.800064517777407, 'preferred_orientation': 219.9138139232552, 'sigma': 12.028000675484131, 'offset': 1.2084225312992383}",0.6258321297403746,0.5845115980571657
760,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.49262422 0.72620034 0.31803936 0.216485   0.37561423 0.6540389
 0.34320456 0.7587971  0.27548176 0.49552906 1.1782212  0.26030186
 0.19993258 0.29119238 1.2920108  0.35695472 0.3152742  0.52301747]","[0.10324707 0.23043735 0.03841914 0.04511648 0.04774202 0.08016395
 0.06076404 0.34567387 0.03354433 0.07248558 0.46687084 0.03188137
 0.02258691 0.04272265 0.43257957 0.04384031 0.06238173 0.13600908]","{'amplitude': 1.0551738343874655, 'preferred_orientation': 279.9973046179179, 'sigma': -1.6061451891250589, 'offset': 0.4454293791205766}",0.29471873449563224,0.371947214003792
763,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.1866271  0.9353291  0.94143105 0.5973016  0.58832103 0.41371137
 0.81485045 0.4894303  1.7851182  2.2532659  3.7087038  2.1960769
 0.73886764 0.61004585 0.4733327  0.5623523  0.5531518  0.8178692 ]","[0.30187263 0.14991078 0.26653705 0.10939643 0.08504461 0.06039814
 0.17847386 0.11155259 0.68348874 0.47439865 0.93365005 0.47499199
 0.11791566 0.11189056 0.0988192  0.09103437 0.11204865 0.19306609]","{'amplitude': 3.3332497309467355, 'preferred_orientation': 193.65644785144212, 'sigma': 25.147020843060858, 'offset': 0.557584915138087}",0.5289420735200515,0.5975353371450566
764,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4111481  0.4178434  0.4577184  0.6174213  5.1933813  0.618996
 0.46037585 0.26261973 0.32387987 0.4854891  0.45969498 0.35836682
 0.34705183 2.8020391  0.41790634 0.27783823 0.5014563  0.24977611]","[0.02508224 0.06016034 0.13114609 0.0928166  0.66049275 0.11727871
 0.16847863 0.0419995  0.08468115 0.07280294 0.07255582 0.08840938
 0.06472979 0.47233316 0.04289046 0.03988599 0.08131246 0.06760518]","{'amplitude': 7.231612568986521, 'preferred_orientation': 80.46940493702235, 'sigma': 7.569522212989199, 'offset': 0.38884967522984415}",0.8836425556760311,0.8229888806167386
768,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.0302553  1.03318    0.85408556 0.36768743 0.65926445 0.3509269
 0.49111736 1.27319    0.94362396 0.8525334  1.1561149  0.5813132
 0.23526181 0.5886915  0.3108046  0.9874121  1.9061197  1.428904  ]","[0.64186957 0.32018948 0.39127807 0.07302271 0.06592838 0.05932579
 0.15891776 0.54855438 0.34288156 0.18979771 0.40611338 0.09185911
 0.04438644 0.10634936 0.06076608 0.27152266 0.69362409 0.54572549]","{'amplitude': 1.337725999582357, 'preferred_orientation': 0.6790676068450798, 'sigma': 16.076359800762603, 'offset': 0.7597411651687079}",0.19106955806357917,0.3056477043576366
770,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.31433323 0.4162605  0.38196945 1.1509378  0.65700674 0.46447256
 0.7686526  0.30313912 0.83460474 0.42044193 0.7314851  0.32151735
 0.21400708 0.57129174 0.69217455 0.87184644 0.5264665  0.4351458 ]","[0.08977128 0.05704079 0.06949745 0.62990766 0.10248731 0.10461895
 0.10803923 0.07742776 0.33653093 0.04803781 0.19680292 0.07036536
 0.02530238 0.07425939 0.12156958 0.14799603 0.16792137 0.13722591]","{'amplitude': 0.1679172771234391, 'preferred_orientation': 79.38740274408913, 'sigma': 0.7688367555335832, 'offset': 0.5529659242635653}",0.00650919873978395,0.07055997125174959
771,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5246647  1.0230726  0.52094907 0.29553565 0.43264914 0.66951513
 0.42797714 0.25660342 0.36451977 0.59235483 0.86520815 0.6049119
 0.27143854 0.3513549  1.0686693  0.538277   0.28485322 1.0819976 ]","[0.04984257 0.28359447 0.06480441 0.02856627 0.09694313 0.14982819
 0.09518067 0.05080263 0.04846825 0.11076569 0.09081704 0.11505794
 0.05316583 0.05371927 0.26231052 0.22760712 0.03380839 0.59709133]","{'amplitude': 0.6490143279165647, 'preferred_orientation': 380.254679769682, 'sigma': 10.80815082811189, 'offset': 0.5406616783925459}",0.07830359502800088,0.23082950552723042
774,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.72922677 1.6615164  0.45177966 0.30431557 0.24476635 0.42269346
 0.464768   0.27915865 1.0075817  1.5433357  2.3379908  0.69424516
 0.23408782 0.24166816 0.41503334 0.54870284 0.35554385 0.5890691 ]","[0.14222805 0.37879522 0.05915899 0.04473823 0.04958164 0.03853924
 0.05793397 0.05215283 0.28025077 0.36176819 0.44130182 0.13702332
 0.02898431 0.06537926 0.06954294 0.15420938 0.04313688 0.09911533]","{'amplitude': 3.42139647613587, 'preferred_orientation': 195.18078723602088, 'sigma': 11.733239435556996, 'offset': 0.41736966991054125}",0.811036446720604,0.6720645019651877
775,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.0660348  2.2311838  1.7850629  0.39666206 0.20423421 0.54971355
 0.36021793 0.1498191  0.25998068 0.70133835 1.6046875  1.1477616
 0.234348   0.15120667 0.46858352 0.28987163 0.39209068 0.28992558]","[0.21661149 0.39325897 0.45041751 0.07001709 0.0474189  0.04914781
 0.046785   0.03619387 0.05724795 0.12678382 0.2102493  0.22229538
 0.04861842 0.03261761 0.05773503 0.03919316 0.17077748 0.02944494]","{'amplitude': 3.4821150028574515, 'preferred_orientation': 24.697274357109592, 'sigma': 16.128034963810585, 'offset': 0.2934509098135457}",0.8946076369491499,0.7478895498308288
776,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.36313015 0.625849   0.5389372  0.37278312 0.6686044  4.466041
 1.5945221  0.38304624 0.3215211  0.6541655  0.64619505 0.86051106
 0.49381286 0.7259282  3.904312   1.1847167  0.67313004 0.58659446]","[0.15285291 0.14055576 0.15476344 0.06873143 0.11561551 0.35404394
 0.31613403 0.11952073 0.09606192 0.21351669 0.11502925 0.14217363
 0.19848367 0.4574656  0.39222173 0.22059117 0.22997432 0.07621255]","{'amplitude': 7.879879428737002, 'preferred_orientation': 103.68754470459625, 'sigma': 9.301314175854092, 'offset': 0.5430471051253575}",0.977621934142149,0.7839063113102643
777,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.1821036  3.7307816  1.9225125  0.5576031  0.6817546  0.7948586
 0.68603826 0.5736387  0.7710832  3.0986016  6.322162   1.8208196
 0.51993155 0.51589453 0.61820114 0.54697883 0.581488   0.8285899 ]","[0.42649243 0.55658003 0.50812793 0.1025677  0.14640195 0.16539967
 0.11639344 0.13223688 0.23313932 0.37045124 0.63974082 0.34695695
 0.08177393 0.06154125 0.05303849 0.05630779 0.09614265 0.16857874]","{'amplitude': 8.94028882818174, 'preferred_orientation': 197.6135902294966, 'sigma': 13.956762546028942, 'offset': 0.6240118328828406}",0.9033505742855658,0.7817441432682803
781,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.7248948  0.50434816 0.38930243 0.37015072 0.5396713  0.4787524
 0.34501025 0.59748375 1.5981491  1.4449694  0.7919564  0.27072448
 0.490229   0.6273147  0.35697156 0.4396643  0.7166641  0.9586432 ]","[0.12523106 0.10019989 0.08066715 0.04758138 0.03774858 0.16008148
 0.05916881 0.07918757 0.64790862 0.36337715 0.227814   0.05333061
 0.04826559 0.08169246 0.09918412 0.05620079 0.1392442  0.15421608]","{'amplitude': 2.163377555527366, 'preferred_orientation': 172.5918767482567, 'sigma': 16.954682857334177, 'offset': 0.4636655206070866}",0.8202546644617165,0.5384149202355744
782,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.26222047 0.30831823 1.9278971  1.7185037  0.613875   0.38781965
 0.45563042 0.48718923 0.31518847 0.27785224 0.33712232 1.177131
 3.1920984  0.920033   0.5792079  0.69818044 0.42002612 0.41987264]","[0.05691438 0.06690068 1.09325798 0.3144302  0.12692806 0.08819912
 0.06268322 0.0553832  0.0601521  0.04767316 0.02983631 0.5005522
 0.78999117 0.20460773 0.0660811  0.10777239 0.06968769 0.04953593]","{'amplitude': 4.436140413222752, 'preferred_orientation': 235.0258401936592, 'sigma': 12.893711234934207, 'offset': 0.40718828258520334}",0.8378170861913594,0.7314457180750683
785,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.6159737  0.7383404  0.8150836  1.1815617  1.1629428  0.6292531
 0.61326504 0.9213501  2.2840223  1.0206541  0.65332043 0.55940694
 0.74097514 2.226507   0.5328737  1.1034193  3.740035   2.8491979 ]","[0.48904451 0.17038525 0.29296399 0.29807421 0.18184496 0.20772363
 0.08811445 0.22199995 0.58417096 0.35973739 0.10853799 0.07263274
 0.1416712  0.56955801 0.10787695 0.31634921 0.98121893 0.44117753]","{'amplitude': 14.259210826871138, 'preferred_orientation': 330.2538035738839, 'sigma': 5.632622384377709, 'offset': 0.9709690299033692}",0.49226715568371615,0.7859307993689568
787,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.3425162  1.2471901  1.9661689  1.0338488  0.88220346 0.5736256
 1.0762628  1.2075737  6.2921586  6.1489177  7.340458   2.9461005
 1.3509734  0.9183604  0.88903046 0.8719848  0.8199097  1.4216396 ]","[0.31360517 0.23214385 0.34387787 0.18773384 0.15513556 0.07343486
 0.15872215 0.27106343 2.07803199 2.16837915 1.55470334 0.48184115
 0.24378083 0.2684831  0.19200892 0.14013052 0.10331787 0.25508366]","{'amplitude': 7.689627006920332, 'preferred_orientation': 179.99999785384975, 'sigma': 34.52953105006491, 'offset': 0.7555782863216538}",0.5514511486944587,0.6390714585181125
792,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.9865774  1.996018   2.2578917  1.0343419  0.5163923  0.31563252
 0.30525762 0.31242275 0.29418018 0.90300953 1.0505357  2.440332
 0.9038124  0.55038065 0.29654723 0.29786664 0.25027198 0.39595467]","[0.06574644 0.42806388 0.431655   0.34508836 0.04781566 0.048811
 0.04056961 0.05940382 0.02834762 0.41697496 0.21750397 0.56404263
 0.25510478 0.06400361 0.04470926 0.06246925 0.03711849 0.08139982]","{'amplitude': 3.828049002124379, 'preferred_orientation': 215.06404776494804, 'sigma': 18.367333956041623, 'offset': 0.3509495124231295}",0.9002319484836747,0.7316743854432365
796,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.44317007 1.0329959  2.0665638  0.298404   0.5192815  0.83255595
 0.74670506 0.47393835 0.57164824 0.5845834  1.0157031  0.83407354
 0.40414768 0.5318824  0.787041   0.9066118  0.5761224  0.91709423]","[0.079685   0.28371122 0.70476641 0.04542442 0.04804222 0.13293831
 0.09286751 0.05833463 0.09915065 0.09748965 0.33821284 0.29073627
 0.07288907 0.0778214  0.11970301 0.08640232 0.1046958  0.37009291]","{'amplitude': 9.416979498614142, 'preferred_orientation': 30.860235234429346, 'sigma': 4.916543895425207, 'offset': 0.6137990543298}",0.52775594467892,0.7931974495606443
797,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.23882648 0.16911381 0.28157434 0.5823835  0.61982906 0.4235198
 1.6353576  0.23680146 0.10946823 0.19787847 0.3318488  0.3820014
 0.30807123 0.79168534 0.5606056  0.36896858 0.19099006 0.1674881 ]","[0.04606217 0.01984333 0.03950701 0.23350281 0.04489399 0.05175635
 0.50072239 0.0706109  0.05264221 0.03156546 0.06164756 0.0420015
 0.05778719 0.15595968 0.06756158 0.06658705 0.04986883 0.0585245 ]","{'amplitude': 5.538261311900316, 'preferred_orientation': 111.71912935211014, 'sigma': 4.923275070636847, 'offset': 0.329140068984566}",0.37626060629106506,0.807936609426272
798,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.0905368  1.0626183  0.75990427 0.7271825  3.6659672  1.5556242
 2.7615166  1.2077813  1.2930131  1.1586185  1.0706952  0.7251046
 0.6271732  1.5157652  1.1108663  2.6078398  1.3435392  1.3202175 ]","[0.09543486 0.17601859 0.13984339 0.17446174 1.22614986 0.35553025
 0.8056714  0.20529281 0.20677524 0.14716723 0.08681012 0.07189429
 0.07714738 0.30780366 0.22261316 0.58277783 0.06839987 0.10333481]","{'amplitude': 2.597907971518233, 'preferred_orientation': 108.72031670875526, 'sigma': 28.98787130459885, 'offset': 0.9021545713029178}",0.34771058076370587,0.4090586372528967
799,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39759028 0.3969071  0.17866093 0.13073409 0.357522   0.30531883
 0.24459805 0.2994669  0.3320769  0.97883475 0.9568801  0.87166125
 0.30153596 0.2412892  0.19035327 0.15523474 0.35705096 0.58869684]","[0.10236692 0.12131204 0.0584699  0.04162465 0.03762553 0.07118856
 0.0836358  0.08046061 0.05015932 0.17745781 0.38241821 0.16940182
 0.06350864 0.05419618 0.03810056 0.03859702 0.04149226 0.12693275]","{'amplitude': 0.9184633515741306, 'preferred_orientation': 193.10578102621815, 'sigma': 19.526348688277526, 'offset': 0.2865324969709269}",0.38407823680707287,0.44484838452501096
804,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.462882   3.277734   1.7297055  0.37979916 0.4752158  0.22347301
 0.34820843 0.34122607 0.74806774 2.4634104  3.7276158  1.9972305
 0.50791854 0.32543212 0.399102   0.1891203  0.56610996 0.45039737]","[0.24280616 0.2756591  0.33825874 0.05205452 0.06024383 0.03428743
 0.11120827 0.06059734 0.07240894 0.43460199 0.53508754 0.50366782
 0.06127105 0.04565885 0.13992457 0.06693965 0.23442033 0.05132414]","{'amplitude': 6.273611092756544, 'preferred_orientation': 199.34695110459833, 'sigma': 16.839703855780797, 'offset': 0.36571532327377065}",0.9609658796148275,0.8109127330371894
805,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.31289265 0.3359959  0.3232627  0.36602464 0.29820463 0.4402302
 0.24602562 0.3630326  0.29564613 0.23059739 0.25913745 0.71875906
 1.0822234  0.21013948 0.40087697 0.6267522  0.38847506 0.4766751 ]","[0.02902045 0.04845632 0.04060705 0.03503164 0.05546436 0.02840825
 0.05284208 0.03728359 0.04021713 0.04863186 0.0339737  0.40772507
 0.67516942 0.03181095 0.05462264 0.35993383 0.06474338 0.08478381]","{'amplitude': 3.8983588352108, 'preferred_orientation': 230.96528398323656, 'sigma': 4.976934729776026, 'offset': 0.34890583935628033}",0.3543149897301733,0.736375509655761
810,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.59430355 1.2861397  2.4549463  0.7434323  1.0938327  0.839319
 0.72128236 0.5709992  0.97916406 0.92547035 1.7954892  4.457529
 0.88716453 0.7526159  1.0483284  0.8649556  0.63035667 0.67175615]","[0.07671833 0.32015644 0.55712899 0.11410847 0.15484952 0.12897153
 0.06669841 0.06006864 0.23478481 0.12748648 0.45149053 0.9171188
 0.09283723 0.07116055 0.2551755  0.27922873 0.09429965 0.17049336]","{'amplitude': 7.774844428709169, 'preferred_orientation': 213.51702984223652, 'sigma': 7.399647444542365, 'offset': 0.8078489970480881}",0.8342085729789147,0.7064032888805408
811,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.761113   0.6760353  0.37516993 0.2097292  0.27443707 0.36425197
 0.3146403  0.2527414  0.31473905 0.5931505  1.6574112  0.41295612
 0.3540191  0.34385526 0.2792494  0.2595032  0.15840332 0.34483117]","[0.16015828 0.18009218 0.16780375 0.0585072  0.05132279 0.07748689
 0.0589361  0.05388697 0.06866726 0.16453711 0.79638114 0.12499988
 0.12892301 0.06227228 0.03726257 0.03926667 0.04454611 0.06030221]","{'amplitude': 1.887619395629019, 'preferred_orientation': 195.56314156736312, 'sigma': 11.699043236970528, 'offset': 0.28814847458059095}",0.7284257678275301,0.6208838700179612
